Year_Before,Year_After,Medals_Before,Medals_After,Delta_Medals,Repeat_Rate,Coaching_Effect_%,File
2020,2024,0,1,1,1.0,100.0,United_States_CSL_womens.csv
2016,2020,0,0,0,0.0,0.0,United_Kingdom_GLF_womens.csv
2020,2024,0,0,0,0.0,0.0,United_Kingdom_GLF_womens.csv
1964,1972,0,3,3,0.167,50.0,United_Kingdom_JUD_mens.csv
1972,1976,3,2,-1,0.6,-20.0,United_Kingdom_JUD_mens.csv
1976,1980,2,2,0,0.0,0.0,United_Kingdom_JUD_mens.csv
1980,1984,2,3,1,0.25,12.5,United_Kingdom_JUD_mens.csv
1984,1988,3,1,-2,0.714,-47.62,United_Kingdom_JUD_mens.csv
1988,1992,1,1,0,0.286,0.0,United_Kingdom_JUD_mens.csv
1992,1996,1,0,-1,0.5,-50.0,United_Kingdom_JUD_mens.csv
1996,2000,0,0,0,0.333,0.0,United_Kingdom_JUD_mens.csv
2000,2004,0,0,0,0.0,0.0,United_Kingdom_JUD_mens.csv
2004,2008,0,0,0,0.5,0.0,United_Kingdom_JUD_mens.csv
2008,2012,0,0,0,0.286,0.0,United_Kingdom_JUD_mens.csv
2012,2016,0,0,0,0.667,0.0,United_Kingdom_JUD_mens.csv
2016,2020,0,0,0,0.0,0.0,United_Kingdom_JUD_mens.csv
2016,2020,0,0,0,0.0,0.0,Australia_GLF_mens.csv
2020,2024,0,0,0,0.0,0.0,Australia_GLF_mens.csv
1932,1948,0,0,0,0.0,0.0,India_SWM_mens.csv
1948,1952,0,0,0,0.667,0.0,India_SWM_mens.csv
1952,1956,0,0,0,0.0,0.0,India_SWM_mens.csv
1956,1988,0,0,0,0.0,0.0,India_SWM_mens.csv
1988,1996,0,0,0,0.0,0.0,India_SWM_mens.csv
1996,2000,0,0,0,0.0,0.0,India_SWM_mens.csv
2000,2008,0,0,0,0.0,0.0,India_SWM_mens.csv
2008,2012,0,0,0,0.0,0.0,India_SWM_mens.csv
2012,2016,0,0,0,0.0,0.0,India_SWM_mens.csv
2016,2020,0,0,0,0.5,0.0,India_SWM_mens.csv
2020,2024,0,0,0,1.0,0.0,India_SWM_mens.csv
1912,1948,0,0,0,0.0,0.0,Finland_ROW_mens.csv
1948,1952,0,4,4,0.077,30.77,Finland_ROW_mens.csv
1952,1956,4,5,1,0.2,5.0,Finland_ROW_mens.csv
1956,1960,5,2,-3,0.333,-20.0,Finland_ROW_mens.csv
1960,1964,2,0,-2,0.429,-42.86,Finland_ROW_mens.csv
1964,1968,0,0,0,1.0,0.0,Finland_ROW_mens.csv
1968,1972,0,0,0,0.0,0.0,Finland_ROW_mens.csv
1972,1976,0,1,1,0.143,14.29,Finland_ROW_mens.csv
1976,1980,1,1,0,1.0,0.0,Finland_ROW_mens.csv
1980,1984,1,1,0,0.333,0.0,Finland_ROW_mens.csv
1984,1988,1,0,-1,0.6,-60.0,Finland_ROW_mens.csv
1988,1992,0,0,0,0.667,0.0,Finland_ROW_mens.csv
1992,1996,0,0,0,0.0,0.0,Finland_ROW_mens.csv
2016,2024,0,0,0,0.0,0.0,Tanzania_JUD_mens.csv
2020,2024,0,0,0,0.5,0.0,Poland_CRD_mens.csv
1992,1996,0,0,0,0.0,0.0,Finland_GRY_womens.csv
1996,2000,0,0,0,0.0,0.0,Finland_GRY_womens.csv
2000,2016,0,0,0,0.0,0.0,Finland_GRY_womens.csv
1920,1924,0,0,0,0.0,0.0,Japan_SWM_mens.csv
1924,1928,0,7,7,0.2,140.0,Japan_SWM_mens.csv
1928,1932,7,14,7,0.118,11.76,Japan_SWM_mens.csv
1932,1936,14,13,-1,0.333,-2.38,Japan_SWM_mens.csv
1936,1952,13,6,-7,0.0,-0.0,Japan_SWM_mens.csv
1952,1956,6,5,-1,0.143,-2.38,Japan_SWM_mens.csv
1956,1960,5,12,7,0.143,20.0,Japan_SWM_mens.csv
1960,1964,12,5,-7,0.208,-12.15,Japan_SWM_mens.csv
1964,1968,5,0,-5,0.273,-27.27,Japan_SWM_mens.csv
1968,1972,0,2,2,0.25,50.0,Japan_SWM_mens.csv
1972,1976,2,0,-2,0.286,-28.57,Japan_SWM_mens.csv
1976,1984,0,0,0,0.0,0.0,Japan_SWM_mens.csv
1984,1988,0,1,1,0.333,33.33,Japan_SWM_mens.csv
1988,1992,1,0,-1,0.333,-33.33,Japan_SWM_mens.csv
1992,1996,0,0,0,0.308,0.0,Japan_SWM_mens.csv
1996,2000,0,0,0,0.333,0.0,Japan_SWM_mens.csv
2000,2004,0,8,8,0.444,355.56,Japan_SWM_mens.csv
2004,2008,8,7,-1,0.25,-3.12,Japan_SWM_mens.csv
2008,2012,7,9,2,0.357,10.2,Japan_SWM_mens.csv
2012,2016,9,8,-1,0.333,-3.7,Japan_SWM_mens.csv
2016,2020,8,1,-7,0.294,-25.74,Japan_SWM_mens.csv
2020,2024,1,1,0,0.357,0.0,Japan_SWM_mens.csv
1924,2004,0,0,0,0.0,0.0,Argentina-1_TEN_mens.csv
2004,2008,0,0,0,0.0,0.0,Argentina-1_TEN_mens.csv
2008,2016,0,0,0,0.0,0.0,Argentina-1_TEN_mens.csv
2020,2024,0,0,0,1.0,0.0,Slovenia_GRY_womens.csv
1992,1996,1,1,0,0.2,0.0,South_Korea_BDM_womens.csv
1996,2000,1,0,-1,0.667,-66.67,South_Korea_BDM_womens.csv
2000,2004,0,0,0,0.0,0.0,South_Korea_BDM_womens.csv
2004,2008,0,0,0,1.0,0.0,South_Korea_BDM_womens.csv
2008,2012,0,0,0,0.0,0.0,South_Korea_BDM_womens.csv
2012,2016,0,0,0,0.667,0.0,South_Korea_BDM_womens.csv
2016,2020,0,2,2,0.0,0.0,South_Korea_BDM_womens.csv
1960,1964,1,1,0,0.286,0.0,Ghana_BOX_mens.csv
1964,1968,1,0,-1,0.143,-14.29,Ghana_BOX_mens.csv
1968,1972,0,1,1,0.5,50.0,Ghana_BOX_mens.csv
1972,1984,1,0,-1,0.0,-0.0,Ghana_BOX_mens.csv
1984,1988,0,0,0,0.0,0.0,Ghana_BOX_mens.csv
1988,1992,0,0,0,0.0,0.0,Ghana_BOX_mens.csv
1992,1996,0,0,0,0.0,0.0,Ghana_BOX_mens.csv
1996,2000,0,0,0,0.0,0.0,Ghana_BOX_mens.csv
2000,2008,0,0,0,0.0,0.0,Ghana_BOX_mens.csv
2008,2012,0,0,0,0.0,0.0,Ghana_BOX_mens.csv
2012,2016,0,0,0,0.0,0.0,Ghana_BOX_mens.csv
2016,2020,0,1,1,0.0,0.0,Ghana_BOX_mens.csv
2020,2024,0,0,0,0.667,0.0,Poland_CRD_womens.csv
1984,1988,0,0,0,0.0,0.0,Japan_CTR_womens.csv
1988,1992,0,0,0,0.333,0.0,Japan_CTR_womens.csv
1992,1996,0,0,0,0.5,0.0,Japan_CTR_womens.csv
1996,2000,0,0,0,0.0,0.0,Japan_CTR_womens.csv
2000,2004,0,0,0,0.25,0.0,Japan_CTR_womens.csv
2004,2008,0,0,0,0.25,0.0,Japan_CTR_womens.csv
2008,2012,0,0,0,0.333,0.0,Japan_CTR_womens.csv
2012,2016,0,0,0,0.0,0.0,Japan_CTR_womens.csv
2016,2020,0,1,1,0.0,0.0,Japan_CTR_womens.csv
2020,2024,1,0,-1,0.143,-14.29,Japan_CTR_womens.csv
1992,1996,0,3,3,0.333,100.0,Germany_ARC_womens.csv
1996,2000,3,3,0,1.0,0.0,Germany_ARC_womens.csv
2000,2004,3,0,-3,0.333,-33.33,Germany_ARC_womens.csv
2004,2008,0,0,0,1.0,0.0,Germany_ARC_womens.csv
2008,2012,0,0,0,0.0,0.0,Germany_ARC_womens.csv
2012,2016,0,1,1,0.0,0.0,Germany_ARC_womens.csv
2016,2020,1,3,2,0.333,66.67,Germany_ARC_womens.csv
2020,2024,3,1,-2,0.667,-44.44,Germany_ARC_womens.csv
2012,2016,0,0,0,0.0,0.0,China_VBV_womens.csv
2016,2020,0,0,0,0.0,0.0,China_VBV_womens.csv
2020,2024,0,0,0,1.0,0.0,China_VBV_womens.csv
2008,2012,0,0,0,1.0,0.0,Paraguay_TTE_mens.csv
2012,2016,0,0,0,1.0,0.0,Paraguay_TTE_mens.csv
1996,2004,0,0,0,1.0,0.0,Russia_BDM_mens.csv
2004,2008,0,0,0,0.0,0.0,Russia_BDM_mens.csv
2008,2012,0,0,0,0.0,0.0,Russia_BDM_mens.csv
2012,2016,0,0,0,0.667,0.0,Russia_BDM_mens.csv
2016,2020,0,0,0,0.667,0.0,Russia_BDM_mens.csv
1992,1996,0,0,0,1.0,0.0,Estonia_JUD_mens.csv
1996,2000,0,2,2,0.5,100.0,Estonia_JUD_mens.csv
2000,2004,2,1,-1,1.0,-50.0,Estonia_JUD_mens.csv
2004,2008,1,0,-1,0.0,-0.0,Estonia_JUD_mens.csv
2008,2012,0,0,0,1.0,0.0,Estonia_JUD_mens.csv
2012,2016,0,0,0,0.0,0.0,Estonia_JUD_mens.csv
2016,2020,0,0,0,0.0,0.0,Estonia_JUD_mens.csv
2020,2024,0,0,0,0.0,0.0,Estonia_JUD_mens.csv
2016,2020,0,0,0,0.0,0.0,Puerto_Rico_SHO_womens.csv
2020,2024,0,0,0,1.0,0.0,Puerto_Rico_SHO_womens.csv
1960,1964,0,0,0,1.0,0.0,Luxembourg_SHO_mens.csv
1964,1968,0,0,0,0.0,0.0,Luxembourg_SHO_mens.csv
1968,1972,0,0,0,0.0,0.0,Luxembourg_SHO_mens.csv
1972,1976,0,0,0,1.0,0.0,Luxembourg_SHO_mens.csv
1976,1980,0,0,0,0.0,0.0,Luxembourg_SHO_mens.csv
1980,1984,0,0,0,1.0,0.0,Luxembourg_SHO_mens.csv
1984,1988,0,0,0,0.5,0.0,Luxembourg_SHO_mens.csv
1988,1992,0,0,0,0.333,0.0,Luxembourg_SHO_mens.csv
1992,1996,0,0,0,0.0,0.0,Luxembourg_SHO_mens.csv
1912,1920,0,0,0,0.0,0.0,Norway_MPN_mens.csv
1920,1924,0,0,0,0.5,0.0,Norway_MPN_mens.csv
2020,2024,0,0,0,0.333,0.0,Romania_CSP_mens.csv
1960,1988,0,0,0,0.0,0.0,Indonesia_FEN_womens.csv
1988,2012,0,0,0,0.0,0.0,Indonesia_FEN_womens.csv
1968,1976,0,0,0,0.0,0.0,Paraguay_FEN_mens.csv
1976,1988,0,0,0,0.0,0.0,Paraguay_FEN_mens.csv
1988,1992,0,0,0,0.0,0.0,Paraguay_FEN_mens.csv
1992,1996,0,0,0,0.0,0.0,Paraguay_FEN_mens.csv
1996,2000,1,3,2,0.231,46.15,Georgia_WRF_mens.csv
2000,2004,3,1,-2,0.583,-38.89,Georgia_WRF_mens.csv
2004,2008,1,4,3,0.5,150.0,Georgia_WRF_mens.csv
2008,2012,4,6,2,0.154,7.69,Georgia_WRF_mens.csv
2012,2016,6,3,-3,0.182,-9.09,Georgia_WRF_mens.csv
2016,2020,3,2,-1,0.286,-9.52,Georgia_WRF_mens.csv
2020,2024,2,2,0,0.429,0.0,Georgia_WRF_mens.csv
1984,1988,11,0,-11,0.417,-41.67,South_Korea_BKB_womens.csv
1988,1996,0,0,0,0.0,0.0,South_Korea_BKB_womens.csv
1996,2000,0,0,0,0.5,0.0,South_Korea_BKB_womens.csv
2000,2004,0,0,0,0.364,0.0,South_Korea_BKB_womens.csv
2004,2008,0,0,0,0.545,0.0,South_Korea_BKB_womens.csv
2008,2020,0,0,0,0.0,0.0,South_Korea_BKB_womens.csv
1896,1900,2,3,1,0.0,0.0,Australia_ATH_mens.csv
1900,1904,3,0,-3,0.0,-0.0,Australia_ATH_mens.csv
1904,1906,0,2,2,0.0,0.0,Australia_ATH_mens.csv
1906,1920,2,1,-1,0.0,-0.0,Australia_ATH_mens.csv
1920,1924,1,1,0,0.0,0.0,Australia_ATH_mens.csv
1924,1928,1,0,-1,0.167,-16.67,Australia_ATH_mens.csv
1928,1932,0,0,0,0.0,0.0,Australia_ATH_mens.csv
1932,1936,0,1,1,0.0,0.0,Australia_ATH_mens.csv
1936,1948,1,3,2,0.0,0.0,Australia_ATH_mens.csv
1948,1952,3,0,-3,0.231,-23.08,Australia_ATH_mens.csv
1952,1956,0,9,9,0.109,98.18,Australia_ATH_mens.csv
1956,1960,9,3,-6,0.471,-31.37,Australia_ATH_mens.csv
1960,1964,3,1,-2,0.25,-16.67,Australia_ATH_mens.csv
1964,1968,1,2,1,0.312,31.25,Australia_ATH_mens.csv
1968,1972,2,0,-2,0.364,-36.36,Australia_ATH_mens.csv
1972,1976,0,0,0,0.062,0.0,Australia_ATH_mens.csv
1976,1980,0,1,1,0.286,28.57,Australia_ATH_mens.csv
1980,1984,1,1,0,0.35,0.0,Australia_ATH_mens.csv
1984,1988,1,0,-1,0.312,-31.25,Australia_ATH_mens.csv
1988,1992,0,1,1,0.438,43.75,Australia_ATH_mens.csv
1992,1996,1,0,-1,0.242,-24.24,Australia_ATH_mens.csv
1996,2000,0,1,1,0.31,30.95,Australia_ATH_mens.csv
2000,2004,1,5,4,0.52,208.0,Australia_ATH_mens.csv
2004,2008,5,3,-2,0.391,-15.65,Australia_ATH_mens.csv
2008,2012,3,2,-1,0.406,-13.54,Australia_ATH_mens.csv
2012,2016,2,2,0,0.31,0.0,Australia_ATH_mens.csv
2016,2020,2,1,-1,0.393,-19.64,Australia_ATH_mens.csv
2020,2024,1,2,1,0.444,44.44,Australia_ATH_mens.csv
1984,2020,0,0,0,0.0,0.0,New_Zealand_DIV_mens.csv
2012,2020,0,0,0,0.0,0.0,Guatemala_SAL_womens.csv
1948,1952,0,0,0,0.0,0.0,New_Zealand_WLF_mens.csv
1952,1956,0,0,0,0.0,0.0,New_Zealand_WLF_mens.csv
1956,1960,0,0,0,0.0,0.0,New_Zealand_WLF_mens.csv
1960,1964,0,0,0,1.0,0.0,New_Zealand_WLF_mens.csv
1964,1968,0,0,0,0.5,0.0,New_Zealand_WLF_mens.csv
1968,1972,0,0,0,0.333,0.0,New_Zealand_WLF_mens.csv
1972,1976,0,0,0,0.333,0.0,New_Zealand_WLF_mens.csv
1976,1984,0,0,0,0.0,0.0,New_Zealand_WLF_mens.csv
1984,1988,0,0,0,1.0,0.0,New_Zealand_WLF_mens.csv
1988,2000,0,0,0,0.0,0.0,New_Zealand_WLF_mens.csv
2000,2008,0,0,0,0.0,0.0,New_Zealand_WLF_mens.csv
2008,2012,0,0,0,1.0,0.0,New_Zealand_WLF_mens.csv
2012,2016,0,0,0,1.0,0.0,New_Zealand_WLF_mens.csv
2016,2020,0,0,0,0.0,0.0,New_Zealand_WLF_mens.csv
2020,2024,0,0,0,0.0,0.0,New_Zealand_WLF_mens.csv
1960,1968,0,0,0,0.0,0.0,Singapore_SHO_mens.csv
1968,1976,0,0,0,0.0,0.0,Singapore_SHO_mens.csv
1976,1992,0,0,0,0.0,0.0,Singapore_SHO_mens.csv
1992,1996,0,0,0,0.0,0.0,Singapore_SHO_mens.csv
1996,2004,0,0,0,1.0,0.0,Singapore_SHO_mens.csv
2004,2008,0,0,0,1.0,0.0,Singapore_SHO_mens.csv
1912,1924,0,1,1,1.0,100.0,Denmark_EVE_mens.csv
1924,1928,1,0,-1,0.0,-0.0,Denmark_EVE_mens.csv
1928,1936,0,1,1,0.25,25.0,Denmark_EVE_mens.csv
1936,1948,1,0,-1,0.0,-0.0,Denmark_EVE_mens.csv
1948,1952,0,0,0,0.25,0.0,Denmark_EVE_mens.csv
1952,1956,0,0,0,0.25,0.0,Denmark_EVE_mens.csv
1956,1960,0,0,0,0.0,0.0,Denmark_EVE_mens.csv
1960,1972,0,0,0,0.0,0.0,Denmark_EVE_mens.csv
1972,1976,0,0,0,0.0,0.0,Denmark_EVE_mens.csv
1976,1984,0,0,0,0.0,0.0,Denmark_EVE_mens.csv
1984,1988,0,0,0,0.0,0.0,Denmark_EVE_mens.csv
1988,1992,0,0,0,0.5,0.0,Denmark_EVE_mens.csv
1992,1996,0,0,0,0.333,0.0,Denmark_EVE_mens.csv
1996,2000,0,0,0,0.25,0.0,Denmark_EVE_mens.csv
2000,2004,0,0,0,0.5,0.0,Denmark_EVE_mens.csv
2004,2008,0,0,0,0.5,0.0,Denmark_EVE_mens.csv
2008,2016,0,0,0,0.0,0.0,Denmark_EVE_mens.csv
2016,2020,0,0,0,0.0,0.0,Denmark_EVE_mens.csv
2020,2024,0,0,0,0.0,0.0,Denmark_EVE_mens.csv
1980,2016,0,0,0,0.0,0.0,India_HOC_womens.csv
2016,2020,0,0,0,0.222,0.0,India_HOC_womens.csv
2012,2016,0,0,0,1.0,0.0,Spain_VBV_womens.csv
2016,2020,0,0,0,0.0,0.0,Spain_VBV_womens.csv
2020,2024,0,0,0,0.25,0.0,Spain_VBV_womens.csv
2016,2020,0,0,0,0.0,0.0,Sweden_WLF_womens.csv
2008,2012,0,0,0,0.0,0.0,Mozambique_JUD_mens.csv
2012,2016,0,0,0,0.0,0.0,Mozambique_JUD_mens.csv
2016,2020,0,0,0,0.0,0.0,Mozambique_JUD_mens.csv
1996,2000,0,0,0,0.0,0.0,Belize_ATH_womens.csv
2000,2004,0,0,0,1.0,0.0,Belize_ATH_womens.csv
2004,2008,0,0,0,0.0,0.0,Belize_ATH_womens.csv
2008,2012,0,0,0,0.0,0.0,Belize_ATH_womens.csv
2012,2016,0,0,0,0.0,0.0,Belize_ATH_womens.csv
2016,2020,0,0,0,0.0,0.0,Belize_ATH_womens.csv
2016,2020,0,0,0,0.0,0.0,Nigeria_ROW_womens.csv
2020,2024,0,0,0,1.0,0.0,Argentina_CSP_womens.csv
2020,2024,0,0,0,0.0,0.0,United_States_BMX_mens.csv
1996,2000,0,0,0,0.0,0.0,Sao_Tome_And_Principe_ATH_womens.csv
2000,2004,0,0,0,0.0,0.0,Sao_Tome_And_Principe_ATH_womens.csv
2004,2008,0,0,0,0.0,0.0,Sao_Tome_And_Principe_ATH_womens.csv
2008,2012,0,0,0,0.0,0.0,Sao_Tome_And_Principe_ATH_womens.csv
2012,2016,0,0,0,0.0,0.0,Sao_Tome_And_Principe_ATH_womens.csv
2000,2004,0,0,0,1.0,0.0,Germany_TRI_womens.csv
2004,2008,0,0,0,0.333,0.0,Germany_TRI_womens.csv
2008,2012,0,0,0,0.333,0.0,Germany_TRI_womens.csv
2012,2016,0,0,0,0.5,0.0,Germany_TRI_womens.csv
2016,2020,0,0,0,0.5,0.0,Germany_TRI_womens.csv
2020,2024,0,0,0,0.333,0.0,Germany_TRI_womens.csv
1984,1992,0,0,0,0.0,0.0,China_ROW_mens.csv
1992,1996,0,0,0,0.25,0.0,China_ROW_mens.csv
1996,2000,0,0,0,0.25,0.0,China_ROW_mens.csv
2000,2004,0,0,0,0.0,0.0,China_ROW_mens.csv
2004,2008,0,0,0,0.0,0.0,China_ROW_mens.csv
2008,2012,0,0,0,0.286,0.0,China_ROW_mens.csv
2012,2016,0,0,0,0.333,0.0,China_ROW_mens.csv
2016,2020,0,3,3,0.0,0.0,China_ROW_mens.csv
2020,2024,3,0,-3,0.5,-50.0,China_ROW_mens.csv
2008,2016,0,0,0,0.0,0.0,Montenegro_SWM_womens.csv
2016,2020,0,0,0,0.0,0.0,Montenegro_SWM_womens.csv
2020,2024,0,0,0,0.0,0.0,Montenegro_SWM_womens.csv
2020,2024,0,0,0,1.0,0.0,Argentina_CRD_mens.csv
1992,2016,0,0,0,0.0,0.0,Bosnia_And_Herzegovina_SHO_womens.csv
2016,2020,0,0,0,0.0,0.0,Bosnia_And_Herzegovina_SHO_womens.csv
1988,2000,0,0,0,0.0,0.0,Mauritius_TTE_mens.csv
1984,1988,0,0,0,0.0,0.0,China_CSL_mens.csv
1988,1996,0,0,0,0.0,0.0,China_CSL_mens.csv
1996,2004,0,2,2,0.0,0.0,China_CSL_mens.csv
2004,2008,2,2,0,0.188,0.0,China_CSL_mens.csv
2008,2012,2,0,-2,0.545,-54.55,China_CSL_mens.csv
2012,2016,0,0,0,0.333,0.0,China_CSL_mens.csv
2016,2020,0,0,0,0.0,0.0,China_CSL_mens.csv
2020,2024,0,0,0,1.0,0.0,China_CSL_mens.csv
1972,1980,0,0,0,0.0,0.0,Nicaragua_ATH_womens.csv
1980,1996,0,0,0,0.0,0.0,Nicaragua_ATH_womens.csv
1996,2000,0,0,0,0.0,0.0,Nicaragua_ATH_womens.csv
2000,2004,0,0,0,0.0,0.0,Nicaragua_ATH_womens.csv
2004,2008,0,0,0,0.0,0.0,Nicaragua_ATH_womens.csv
2008,2012,0,0,0,0.0,0.0,Nicaragua_ATH_womens.csv
2012,2024,0,0,0,0.0,0.0,Nicaragua_ATH_womens.csv
1992,1996,12,11,-1,0.455,-3.79,Lithuania_BKB_mens.csv
1996,2000,11,12,1,0.25,2.27,Lithuania_BKB_mens.csv
2000,2004,12,0,-12,0.417,-41.67,Lithuania_BKB_mens.csv
2004,2008,0,0,0,0.333,0.0,Lithuania_BKB_mens.csv
2008,2012,0,0,0,0.417,0.0,Lithuania_BKB_mens.csv
2012,2016,0,0,0,0.5,0.0,Lithuania_BKB_mens.csv
1976,1984,0,0,0,0.0,0.0,Puerto_Rico_EVE_mens.csv
1984,1988,0,0,0,0.0,0.0,Puerto_Rico_EVE_mens.csv
1988,1996,0,0,0,0.0,0.0,Puerto_Rico_EVE_mens.csv
1996,2004,0,0,0,0.0,0.0,Puerto_Rico_EVE_mens.csv
2004,2008,0,0,0,0.0,0.0,Colombia_JUD_womens.csv
2008,2012,0,1,1,0.5,50.0,Colombia_JUD_womens.csv
2012,2016,1,1,0,1.0,0.0,Colombia_JUD_womens.csv
2016,2020,1,0,-1,0.0,-0.0,Colombia_JUD_womens.csv
2020,2024,0,0,0,0.0,0.0,Colombia_JUD_womens.csv
1968,1972,0,0,0,0.5,0.0,Jamaica_SAL_mens.csv
1972,1992,0,0,0,0.0,0.0,Jamaica_SAL_mens.csv
1992,1996,0,0,0,0.5,0.0,Jamaica_SAL_mens.csv
1996,2000,0,0,0,0.5,0.0,Jamaica_SAL_mens.csv
1972,1984,0,0,0,0.0,0.0,Switzerland_GAR_womens.csv
1984,1996,0,0,0,0.0,0.0,Switzerland_GAR_womens.csv
1996,2004,0,0,0,0.0,0.0,Switzerland_GAR_womens.csv
2004,2008,0,0,0,0.0,0.0,Switzerland_GAR_womens.csv
2008,2012,0,0,0,0.0,0.0,Switzerland_GAR_womens.csv
2012,2016,0,1,1,1.0,100.0,Switzerland_GAR_womens.csv
2016,2020,1,0,-1,1.0,-100.0,Switzerland_GAR_womens.csv
2020,2024,0,0,0,0.0,0.0,Switzerland_GAR_womens.csv
2020,2024,0,0,0,0.0,0.0,Namibia_OWS_mens.csv
1956,1984,0,0,0,0.0,0.0,Singapore_SAL_mens.csv
1984,1988,0,0,0,0.0,0.0,Singapore_SAL_mens.csv
1988,1992,0,0,0,1.0,0.0,Singapore_SAL_mens.csv
1992,1996,0,0,0,0.333,0.0,Singapore_SAL_mens.csv
1996,2000,0,0,0,0.0,0.0,Singapore_SAL_mens.csv
2000,2004,0,0,0,1.0,0.0,Singapore_SAL_mens.csv
2004,2008,0,0,0,0.0,0.0,Singapore_SAL_mens.csv
2008,2012,0,0,0,0.0,0.0,Singapore_SAL_mens.csv
2012,2016,0,0,0,0.333,0.0,Singapore_SAL_mens.csv
2016,2020,0,0,0,0.0,0.0,Singapore_SAL_mens.csv
2020,2024,0,1,1,0.5,50.0,Singapore_SAL_mens.csv
1996,2000,0,1,1,0.6,60.0,Belarus_JUD_mens.csv
2000,2004,1,1,0,0.333,0.0,Belarus_JUD_mens.csv
2004,2008,1,0,-1,0.5,-50.0,Belarus_JUD_mens.csv
2008,2012,0,0,0,0.0,0.0,Belarus_JUD_mens.csv
2012,2016,0,0,0,0.0,0.0,Belarus_JUD_mens.csv
2016,2020,0,0,0,0.0,0.0,Belarus_JUD_mens.csv
1952,1956,0,0,0,0.0,0.0,Indonesia_ATH_mens.csv
1956,1960,0,0,0,1.0,0.0,Indonesia_ATH_mens.csv
1960,1984,0,0,0,0.0,0.0,Indonesia_ATH_mens.csv
1984,1988,0,0,0,0.0,0.0,Indonesia_ATH_mens.csv
1988,1996,0,0,0,0.0,0.0,Indonesia_ATH_mens.csv
1996,2000,0,0,0,0.0,0.0,Indonesia_ATH_mens.csv
2000,2004,0,0,0,0.0,0.0,Indonesia_ATH_mens.csv
2004,2008,0,0,0,0.0,0.0,Indonesia_ATH_mens.csv
2008,2012,0,0,0,0.0,0.0,Indonesia_ATH_mens.csv
2012,2016,0,0,0,0.0,0.0,Indonesia_ATH_mens.csv
2016,2020,0,0,0,0.0,0.0,Indonesia_ATH_mens.csv
2020,2024,0,0,0,1.0,0.0,Indonesia_ATH_mens.csv
1988,1992,0,0,0,0.0,0.0,Hungary_GRY_womens.csv
1992,1996,0,0,0,1.0,0.0,Hungary_GRY_womens.csv
1996,2000,0,0,0,1.0,0.0,Hungary_GRY_womens.csv
2000,2020,0,0,0,0.0,0.0,Hungary_GRY_womens.csv
2020,2024,0,0,0,1.0,0.0,Hungary_GRY_womens.csv
1984,1988,0,0,0,1.0,0.0,Netherlands_Antilles_SWM_mens.csv
1988,1996,0,0,0,0.0,0.0,Netherlands_Antilles_SWM_mens.csv
1996,2000,0,0,0,1.0,0.0,Netherlands_Antilles_SWM_mens.csv
2000,2008,0,0,0,0.0,0.0,Netherlands_Antilles_SWM_mens.csv
2020,2024,0,0,0,0.0,0.0,Mexico_GRY_womens.csv
1920,1928,0,4,4,0.0,0.0,South_Africa_SWM_womens.csv
1928,1932,4,1,-3,0.0,-0.0,South_Africa_SWM_womens.csv
1932,1952,1,1,0,0.0,0.0,South_Africa_SWM_womens.csv
1952,1956,1,4,3,0.0,0.0,South_Africa_SWM_womens.csv
1956,1960,4,0,-4,0.0,-0.0,South_Africa_SWM_womens.csv
1960,1992,0,0,0,0.0,0.0,South_Africa_SWM_womens.csv
1992,1996,0,3,3,0.4,120.0,South_Africa_SWM_womens.csv
1996,2000,3,1,-2,0.5,-33.33,South_Africa_SWM_womens.csv
2000,2008,1,0,-1,0.125,-12.5,South_Africa_SWM_womens.csv
2008,2012,0,0,0,0.5,0.0,South_Africa_SWM_womens.csv
2012,2016,0,0,0,0.0,0.0,South_Africa_SWM_womens.csv
2016,2020,0,2,2,0.0,0.0,South_Africa_SWM_womens.csv
2020,2024,2,2,0,0.8,0.0,South_Africa_SWM_womens.csv
1972,1976,0,0,0,0.455,0.0,Canada_WPO_mens.csv
1976,1984,0,0,0,0.231,0.0,Canada_WPO_mens.csv
1984,2008,0,0,0,0.0,0.0,Canada_WPO_mens.csv
1952,1956,0,0,0,0.0,0.0,Israel_ATH_mens.csv
1956,1960,0,0,0,0.2,0.0,Israel_ATH_mens.csv
1960,1964,0,0,0,0.333,0.0,Israel_ATH_mens.csv
1964,1968,0,0,0,0.0,0.0,Israel_ATH_mens.csv
1968,1972,0,0,0,1.0,0.0,Israel_ATH_mens.csv
1972,1984,0,0,0,0.0,0.0,Israel_ATH_mens.csv
1984,1992,0,0,0,0.0,0.0,Israel_ATH_mens.csv
1992,1996,0,0,0,0.5,0.0,Israel_ATH_mens.csv
1996,2000,0,0,0,0.375,0.0,Israel_ATH_mens.csv
2000,2004,0,0,0,0.333,0.0,Israel_ATH_mens.csv
2004,2008,0,0,0,0.5,0.0,Israel_ATH_mens.csv
2008,2012,0,0,0,0.0,0.0,Israel_ATH_mens.csv
2012,2016,0,0,0,0.2,0.0,Israel_ATH_mens.csv
2016,2020,0,0,0,0.0,0.0,Israel_ATH_mens.csv
2020,2024,0,0,0,0.6,0.0,Israel_ATH_mens.csv
2008,2012,0,0,0,1.0,0.0,Portugal_GTR_womens.csv
2012,2016,0,0,0,1.0,0.0,Portugal_GTR_womens.csv
1972,1984,0,0,0,0.0,0.0,Morocco_JUD_mens.csv
