Athlete,Country,Event,First event,Gender
Thale Rushfeldt,NOR,HBL,True,F
Silje Solberg-oesthassel,NOR,HBL,True,F
Vilde Ingstad,NOR,HBL,True,F
Marie Davidsen,NOR,HBL,True,F
Henny Reistad,NOR,HBL,False,F
Stine Skogrand,NOR,HBL,False,F
Sanna Solberg-isaksen,NOR,HBL,True,F
Marit Jacobsen,NOR,HBL,False,F
Katrine Lunde,NOR,HBL,False,F
Ingvild Bakkerud,NOR,HBL,True,F
Kristine Breistoel,NOR,HBL,False,F
Veronica Kristiansen,NOR,HBL,False,F
Bredal Oftedal,NOR,HBL,True,F
Kari Brattset,NOR,HBL,False,F
Maren Aardahl,NOR,HBL,True,F
Milad Karimi,KAZ,GAR,False,M
Milad Karimi,KAZ,GAR,False,M
Milad Karimi,KAZ,GAR,False,M
Milad Karimi,KAZ,GAR,False,M
Milad Karimi,KAZ,GAR,False,M
Milad Karimi,KAZ,GAR,False,M
Milad Karimi,KAZ,GAR,False,M
Milad Karimi,KAZ,GAR,False,M
Nariman Kurbanov,KAZ,GAR,True,M
Nariman Kurbanov,KAZ,GAR,True,M
Korbin Albert,USA,FBL,True,F
Samantha Coffey,USA,FBL,True,F
Tierna Davidson,USA,FBL,False,F
Emily Fox,USA,FBL,True,F
Naomi Girma,USA,FBL,True,F
Lindsey Horan,USA,FBL,False,F
Casey Krueger,USA,FBL,False,F
Rose Lavelle,USA,FBL,False,F
Emily Sams,USA,FBL,True,F
Casey Murphy,USA,FBL,True,F
Alyssa Naeher,USA,FBL,False,F
Jenna Nighswonger,USA,FBL,True,F
Trinity Rodman,USA,FBL,True,F
Jaedyn Shaw,USA,FBL,True,F
Sophia Smith,USA,FBL,True,F
Emily Sonnett,USA,FBL,False,F
Crystal Dunn,USA,FBL,False,F
Mallory Swanson,USA,FBL,True,F
Lynn Williams,USA,FBL,False,F
Croix Bethune,USA,FBL,True,F
Aine Raupelyte,LTU,VBV,True,F
Monika Paulikiene,LTU,VBV,True,F
Luis Fernandez,PUR,SAL,True,M
Abderrahman Samba,QAT,ATH,False,M
Bassem Hemeida,QAT,ATH,True,M
Essa Barshim,QAT,ATH,False,M
Doudai Abakar,QAT,ATH,True,M
Haydar Abdalla,QAT,ATH,False,M
Ismail Yahia,QAT,ATH,True,M
Jenjira Srisa,THA,SWM,False,F
Nixon Hernandez,ESA,SWM,True,M
Maximilian Doernbach,GER,CTR,False,M
Maximilian Doernbach,GER,CTR,False,M
Maximilian Doernbach,GER,CTR,False,M
Nik Schroeter,GER,CTR,True,M
Nik Schroeter,GER,CTR,True,M
Nik Schroeter,GER,CTR,True,M
Stefan Boetticher,GER,CTR,False,M
Roger Kluge,GER,CTR,False,M
Roger Kluge,GER,CTR,False,M
Roger Kluge,GER,CTR,False,M
Theo Reinhardt,GER,CTR,False,M
Theo Reinhardt,GER,CTR,False,M
Felix Gross,GER,CTR,False,M
Felix Gross,GER,CTR,False,M
Tobias Buck-gramcko,GER,CTR,True,M
Torn Teutenberg,GER,CTR,True,M
Torn Teutenberg,GER,CTR,True,M
Torn Teutenberg,GER,CTR,True,M
Luca Spiegel,GER,CTR,True,M
Luca Spiegel,GER,CTR,True,M
Luca Spiegel,GER,CTR,True,M
Thomas Daley,GBR,DIV,False,M
Anthony Harding,GBR,DIV,True,M
Christopher Houlden,GBR,DIV,True,M
Kyle Kothari,GBR,DIV,True,M
Jack Laugher,GBR,DIV,False,M
Jack Laugher,GBR,DIV,False,M
Noah Williams,GBR,DIV,False,M
Noah Williams,GBR,DIV,False,M
Chia-hung Tang,TPE,GAR,False,M
Chia-hung Tang,TPE,GAR,False,M
Valentina Cambei,ROU,WLF,True,F
Elena Toma,ROU,WLF,True,F
Jakob Schubert,AUT,CLB,False,M
de Alex,AUS,TEN,True,M
Alexei Popyrin,AUS,TEN,True,M
Alexei Popyrin,AUS,TEN,True,M
John Peers,AUS,TEN,False,M
Matthew Ebden,AUS,TEN,True,M
Matthew Ebden,AUS,TEN,True,M
Matthew Ebden,AUS,TEN,True,M
Rinky Hijikata,AUS,TEN,True,M
Txell Ferre,ESP,SWA,True,F
Marina Garcia,ESP,SWA,True,F
Lilou Lluis,ESP,SWA,True,F
Meritxell Mas,ESP,SWA,False,F
Alisa Ozhogina,ESP,SWA,False,F
Alisa Ozhogina,ESP,SWA,False,F
Paula Ramirez,ESP,SWA,False,F
Sara Saldana,ESP,SWA,False,F
Iris Tio,ESP,SWA,False,F
Iris Tio,ESP,SWA,False,F
Blanca Toledano,ESP,SWA,False,F
Lea Labrousse,FRA,GTR,False,F
Ai Mori,JPN,CLB,True,F
Miho Nonaka,JPN,CLB,False,F
Laura Paeglis,AUS,ARC,True,F
Laura Paeglis,AUS,ARC,True,F
Wiktoria Choluj,POL,WRF,True,F
Anhelina Lysak,POL,WRF,True,F
Ruben Limardo,VEN,FEN,False,M
Ruben Limardo,VEN,FEN,False,M
Grabiel Lugo,VEN,FEN,True,M
Grabiel Lugo,VEN,FEN,True,M
Francisco Limardo,VEN,FEN,True,M
Francisco Limardo,VEN,FEN,True,M
Jesus Limardo,VEN,FEN,True,M
Felice Albers,NED,HOC,False,F
Joosje Burg,NED,HOC,True,F
Pien Dicke,NED,HOC,True,F
Noa Fokke,NED,HOC,True,F
Yibbi Jansen,NED,HOC,True,F
Marleen Jochems,NED,HOC,True,F
Sanne Koolen,NED,HOC,True,F
van Renee,NED,HOC,True,F
Frederique Matla,NED,HOC,False,F
Freeke Moes,NED,HOC,False,F
Laura Nunnink,NED,HOC,True,F
Lisa Post,NED,HOC,True,F
Pien Sanders,NED,HOC,False,F
Marijn Veen,NED,HOC,True,F
Anne Veenendaal,NED,HOC,True,F
Maria Verschoor,NED,HOC,False,F
de Xan,NED,HOC,True,F
Tristan Tulen,NED,FEN,True,M
Carlos Llavador,ESP,FEN,False,M
Islam Robiul,BAN,SHO,True,M
Yu Feng,CHN,SWA,False,F
Hao Chang,CHN,SWA,True,F
Wentao Cheng,CHN,SWA,True,F
Ciyue Wang,CHN,SWA,True,F
Yayi Zhang,CHN,SWA,True,F
Liuyi Wang,CHN,SWA,True,F
Liuyi Wang,CHN,SWA,True,F
Qianyi Wang,CHN,SWA,False,F
Qianyi Wang,CHN,SWA,False,F
Yanning Xiao,CHN,SWA,False,F
Binxuan Xiang,CHN,SWA,True,F
Chloe Tipple,NZL,SHO,False,F
Mathis Soudi,MAR,CSL,False,M
Mathis Soudi,MAR,CSL,False,M
Soumiya Iraoui,MAR,JUD,False,F
Alvaro Robles,ESP,TTE,False,M
Alvaro Robles,ESP,TTE,False,M
Alexandra Ndolo,KEN,FEN,True,F
Patrik Divkovic,SLO,TKW,True,M
Artuur Peters,BEL,CSP,False,M
Mohamad Zubaid,KUW,SWM,True,M
Freya Anderson,GBR,SWM,False,F
Freya Anderson,GBR,SWM,False,F
Freya Anderson,GBR,SWM,False,F
Freya Anderson,GBR,SWM,False,F
Constance Colbert,GBR,SWM,True,F
Constance Colbert,GBR,SWM,True,F
Constance Colbert,GBR,SWM,True,F
Kathleen Dawson,GBR,SWM,False,F
Kathleen Dawson,GBR,SWM,False,F
Kathleen Dawson,GBR,SWM,False,F
Eira Harris,GBR,SWM,True,F
Eira Harris,GBR,SWM,True,F
Lucy Hope,GBR,SWM,False,F
Lucy Hope,GBR,SWM,False,F
Lucy Hope,GBR,SWM,False,F
Anna Hopkin,GBR,SWM,False,F
Anna Hopkin,GBR,SWM,False,F
Anna Hopkin,GBR,SWM,False,F
Anna Hopkin,GBR,SWM,False,F
Louise Macinnes,GBR,SWM,True,F
Louise Macinnes,GBR,SWM,True,F
Louise Macinnes,GBR,SWM,True,F
Eva Okaro,GBR,SWM,True,F
Eva Okaro,GBR,SWM,True,F
Katie Shanahan,GBR,SWM,True,F
Katie Shanahan,GBR,SWM,True,F
Laura Stephens,GBR,SWM,False,F
Abbie Wood,GBR,SWM,False,F
Abbie Wood,GBR,SWM,False,F
Honey Osrin,GBR,SWM,True,F
Angharad Evans,GBR,SWM,True,F
Angharad Evans,GBR,SWM,True,F
Blanka Vas,HUN,MTB,False,F
Blanka Vas,HUN,MTB,False,F
Ilke Ozyuksel,TUR,MPN,True,F
Monserrath Rodriguez,MEX,MTB,True,F
Maria Olarasu,MDA,CSP,True,F
Maria Olarasu,MDA,CSP,True,F
Daniela Cociu,MDA,CSP,True,F
Daniela Cociu,MDA,CSP,True,F
Eldarovitch Ramazanov,BUL,WRF,True,M
Aik Mnatsakanian,BUL,WRF,False,M
Sergeevich Novikov,BUL,WRF,True,M
Milenov Milov,BUL,WRF,False,M
Natalia Duco,CHI,ATH,True,F
Xennia Gallardo,CHI,ATH,True,F
Martina Weil,CHI,ATH,True,F
Julimar Avila,HON,SWM,False,F
Kyle Catantan,PHI,FEN,True,F
Matthieu Seye,SEN,SWM,True,M
Alja Varagic,SLO,HBL,True,F
Amra Pandzic,SLO,HBL,True,F
Ana Abina,SLO,HBL,True,F
Ana Gros,SLO,HBL,True,F
Barbara Lazovic,SLO,HBL,True,F
Dijana Dajic,SLO,HBL,True,F
Elizabeth Omoregie,SLO,HBL,True,F
Ema Abina,SLO,HBL,True,F
Ema Hrvatin,SLO,HBL,True,F
Maja Svetik,SLO,HBL,True,F
Maja Vojnovic,SLO,HBL,True,F
Natasa Ljepoja,SLO,HBL,True,F
Nena Cernigoj,SLO,HBL,True,F
Nina Spreitzer,SLO,HBL,True,F
Tamara Mavsar,SLO,HBL,True,F
Tjasa Stanko,SLO,HBL,True,F
Valentina Klemencic,SLO,HBL,True,F
Joo Kim,KOR,GLF,True,F
Young Ko,KOR,GLF,True,F
Amy Yang,KOR,GLF,True,F
Florian Wellbrock,GER,SWM,False,M
Florian Wellbrock,GER,SWM,False,M
Florian Wellbrock,GER,SWM,False,M
Marek Ulrich,GER,SWM,False,M
Luca Armbruster,GER,SWM,True,M
Luca Armbruster,GER,SWM,True,M
Luca Armbruster,GER,SWM,True,M
Rafael Miroslaw,GER,SWM,True,M
Rafael Miroslaw,GER,SWM,True,M
Rafael Miroslaw,GER,SWM,True,M
Josha Salchow,GER,SWM,True,M
Josha Salchow,GER,SWM,True,M
Josha Salchow,GER,SWM,True,M
Josha Salchow,GER,SWM,True,M
Sven Schwarz,GER,SWM,True,M
Sven Schwarz,GER,SWM,True,M
Lukas Maertens,GER,SWM,True,M
Lukas Maertens,GER,SWM,True,M
Lukas Maertens,GER,SWM,True,M
Lukas Maertens,GER,SWM,True,M
Lucas Matzerath,GER,SWM,True,M
Lucas Matzerath,GER,SWM,True,M
Timo Sorgius,GER,SWM,True,M
Timo Sorgius,GER,SWM,True,M
Cedric Buessing,GER,SWM,True,M
Melvin Imoudu,GER,SWM,True,M
Melvin Imoudu,GER,SWM,True,M
Melvin Imoudu,GER,SWM,True,M
Artem Selin,GER,SWM,True,M
Oliver Klemet,GER,SWM,True,M
Oliver Klemet,GER,SWM,True,M
Ole Braunschweig,GER,SWM,False,M
Ole Braunschweig,GER,SWM,False,M
Ole Braunschweig,GER,SWM,False,M
Peter Varjasi,GER,SWM,True,M
Peter Varjasi,GER,SWM,True,M
Kaii Winkler,GER,SWM,True,M
Mikhail Kushteyn,EST,ROW,True,M
Allar Raja,EST,ROW,False,M
Tonu Endrekson,EST,ROW,False,M
Johann Poolak,EST,ROW,True,M
Dayan Jorge,EOR,CSP,True,M
Saeid Fazloula,EOR,CSP,True,M
Malin Baryard-johnsson,SWE,EJP,False,F
Yasmin Harper,GBR,DIV,True,F
Yasmin Harper,GBR,DIV,True,F
Grace Reid,GBR,DIV,False,F
Andrea Spendolini,GBR,DIV,False,F
Andrea Spendolini,GBR,DIV,False,F
Lois Toulson,GBR,DIV,False,F
Lois Toulson,GBR,DIV,False,F
Scarlett Mew,GBR,DIV,False,F
Jessica Fox,AUS,CSL,False,F
Jessica Fox,AUS,CSL,False,F
Jessica Fox,AUS,CSL,False,F
Noemie Fox,AUS,CSL,True,F
Hoffmann Buhl,DEN,SAL,True,M
Johan Soe,DEN,SAL,True,M
Daniel Nyborg,DEN,SAL,True,M
Mathias Bruun,DEN,SAL,True,M
Johan Lundgaard,DEN,SAL,True,M
Dorian Coninx,FRA,TRI,False,M
Leo Bergere,FRA,TRI,False,M
le Pierre,FRA,TRI,True,M
Alexandra Popp,GER,FBL,False,F
Sara Doorsoun,GER,FBL,True,F
Kathrin Hendrich,GER,FBL,True,F
Felicitas Rauch,GER,FBL,True,F
Lea Schueller,GER,FBL,True,F
Laura Freigang,GER,FBL,True,F
Janina Minge,GER,FBL,True,F
Giulia Gwinn,GER,FBL,True,F
Sarai Linder,GER,FBL,True,F
Nicole Anyomi,GER,FBL,True,F
Sydney Lohmann,GER,FBL,True,F
Klara Buehl,GER,FBL,True,F
Sjoeke Nuesken,GER,FBL,True,F
Merle Frohms,GER,FBL,True,F
Jule Brand,GER,FBL,True,F
Marina Hegering,GER,FBL,True,F
Ann-katrin Berger,GER,FBL,True,F
Bibiane Schulze,GER,FBL,True,F
Elisa Senss,GER,FBL,True,F
Vivien Endemann,GER,FBL,True,F
Colin Duffy,USA,CLB,False,M
Jesse Grupper,USA,CLB,True,M
Zach Hammer,USA,CLB,True,M
Sam Watson,USA,CLB,True,M
Amina Belkadi,ALG,JUD,True,F
Lacramioara Perijoc,ROU,BOX,True,F
Ozoda Sobirjonova,UZB,TKW,True,F
Svetlana Osipova,UZB,TKW,False,F
Robert Kubin,SVK,SAL,True,M
Mohammad Beyranvand,IRI,SHO,True,M
Adiyasuren Amarsaikhan,MGL,JUD,True,F
Adiyasuren Amarsaikhan,MGL,JUD,True,F
Baasankhuu Bavuudorj,MGL,JUD,True,F
Baasankhuu Bavuudorj,MGL,JUD,True,F
Sosorbaram Lkhagvasuren,MGL,JUD,False,F
Sosorbaram Lkhagvasuren,MGL,JUD,False,F
Khuslen Otgonbayar,MGL,JUD,True,F
Khuslen Otgonbayar,MGL,JUD,True,F
Enkhriilen Lkhagvatogoo,MGL,JUD,True,F
Enkhriilen Lkhagvatogoo,MGL,JUD,True,F
Anita Alvarez,USA,SWA,False,F
Jaime Czarkowski,USA,SWA,True,F
Jaime Czarkowski,USA,SWA,True,F
Megumi Field,USA,SWA,True,F
Megumi Field,USA,SWA,True,F
Keana Hunter,USA,SWA,True,F
Audrey Kwon,USA,SWA,True,F
Calista Liu,USA,SWA,True,F
Jacklyn Luu,USA,SWA,True,F
Daniella Ramirez,USA,SWA,True,F
Ruby Remati,USA,SWA,True,F
Hermann Tomasgaard,NOR,SAL,False,M
Ella Maclean-howell,GBR,MTB,True,F
Evie Richards,GBR,MTB,False,F
Beatriz Souza,BRA,JUD,True,F
Beatriz Souza,BRA,JUD,True,F
Ketleyn Quadros,BRA,JUD,False,F
Ketleyn Quadros,BRA,JUD,False,F
Larissa Pimenta,BRA,JUD,False,F
Larissa Pimenta,BRA,JUD,False,F
Mayra Aguiar,BRA,JUD,False,F
Natasha Ferreira,BRA,JUD,True,F
Rafaela Silva,BRA,JUD,False,F
Rafaela Silva,BRA,JUD,False,F
Aichata Diabate,MLI,SWM,True,F
Emi Hirouchi,JPN,ROW,True,F
Ayami Oishi,JPN,ROW,False,F
Celia Pulido,MEX,SWM,True,F
Teresa Abelleira,ESP,FBL,True,F
Laia Aleixandri,ESP,FBL,True,F
Ona Batlle,ESP,FBL,True,F
Aitana Bonmati,ESP,FBL,True,F
Mariona Caldentey,ESP,FBL,True,F
Olga Carmona,ESP,FBL,True,F
Laia Codina,ESP,FBL,True,F
Cata Coll,ESP,FBL,True,F
del Athenea,ESP,FBL,True,F
Lucia Garcia,ESP,FBL,True,F
Patri Guijarro,ESP,FBL,True,F
Jennifer Hermoso,ESP,FBL,True,F
Oihane Hernandez,ESP,FBL,True,F
Elene Lete,ESP,FBL,True,F
Vicky Lopez,ESP,FBL,True,F
Maria Mendez,ESP,FBL,True,F
Eva Navarro,ESP,FBL,True,F
Salma Paralluelo,ESP,FBL,True,F
Irene Paredes,ESP,FBL,True,F
Alexia Putellas,ESP,FBL,True,F
Alba Redondo,ESP,FBL,True,F
Misa Rodriguez,ESP,FBL,True,F
Minna Abraham,HUN,SWM,True,F
Minna Abraham,HUN,SWM,True,F
Minna Abraham,HUN,SWM,True,F
Vivien Jackl,HUN,SWM,True,F
Vivien Jackl,HUN,SWM,True,F
Boglarka Kapas,HUN,SWM,False,F
Ajna Kesely,HUN,SWM,False,F
Ajna Kesely,HUN,SWM,False,F
Ajna Kesely,HUN,SWM,False,F
Dora Molnar,HUN,SWM,True,F
Nikolett Padar,HUN,SWM,True,F
Nikolett Padar,HUN,SWM,True,F
Nikolett Padar,HUN,SWM,True,F
Dalma Sebestyen,HUN,SWM,False,F
Petra Senanszky,HUN,SWM,True,F
Petra Senanszky,HUN,SWM,True,F
Eszter Szabo-feltothy,HUN,SWM,True,F
Panna Ugrai,HUN,SWM,True,F
Panna Ugrai,HUN,SWM,True,F
Panna Ugrai,HUN,SWM,True,F
Catalina Soto,CHI,CRD,True,F
Breiana Whitehead,AUS,SAL,True,F
Evie Haseldine,AUS,SAL,True,F
Nia Jerwood,AUS,SAL,False,F
Olivia Price,AUS,SAL,False,F
Rhiannan Brown,AUS,SAL,True,F
Zoe Thomson,AUS,SAL,True,F
Itamar Einhorn,ISR,CRD,True,M
Alejandra Orozco,MEX,DIV,False,F
Alejandra Orozco,MEX,DIV,False,F
Gabriela Agundez,MEX,DIV,False,F
Gabriela Agundez,MEX,DIV,False,F
Alejandra Estudillo,MEX,DIV,True,F
Aranza Vazquez,MEX,DIV,False,F
Alberto Diaz,CUB,ATH,True,M
R Espinosa,CUB,ATH,True,M
Andy Hechavarria,CUB,ATH,True,M
Lazaro Martinez,CUB,ATH,True,M
Alejandro Parada,CUB,ATH,True,M
Enrique Zayas,CUB,ATH,False,M
Cristian Napoles,CUB,ATH,False,M
Margot Lambert,FRA,BDM,True,F
Anne Tran,FRA,BDM,True,F
Delphine Delrue,FRA,BDM,False,F
Xuefei Qi,FRA,BDM,False,F
Shaane Fulton,NZL,CTR,True,F
Shaane Fulton,NZL,CTR,True,F
Olivia King,NZL,CTR,True,F
Ellesse Andrews,NZL,CTR,False,F
Ellesse Andrews,NZL,CTR,False,F
Ellesse Andrews,NZL,CTR,False,F
Bryony Botha,NZL,CTR,False,F
Bryony Botha,NZL,CTR,False,F
Nicole Shields,NZL,CTR,False,F
Samantha Donnelly,NZL,CTR,True,F
Rebecca Petch,NZL,CTR,True,F
Rebecca Petch,NZL,CTR,True,F
Ally Wollaston,NZL,CTR,True,F
Ally Wollaston,NZL,CTR,True,F
Emily Shearman,NZL,CTR,True,F
Emily Shearman,NZL,CTR,True,F
Tinh Hoang,VIE,JUD,True,F
Jawad Abdelmoula,MAR,TRI,True,M
Samer Al-yafaee,YEM,ATH,True,M
Olfa Charni,TUN,SHO,False,F
Christie Grobbelaar,RSA,RU7,True,M
Ryan Oosthuizen,RSA,RU7,True,M
Impi Visser,RSA,RU7,False,M
Zain Davids,RSA,RU7,False,M
Tiaan Pretorius,RSA,RU7,True,M
Ronald Brown,RSA,RU7,False,M
Shaun Williams,RSA,RU7,True,M
Siviwe Soyizwapi,RSA,RU7,False,M
van Shilton,RSA,RU7,True,M
Rosko Specman,RSA,RU7,True,M
Tristan Leyds,RSA,RU7,True,M
Selvyn Davids,RSA,RU7,False,M
Quewin Nortje,RSA,RU7,True,M
Pedro Veniss,BRA,EJP,False,M
Pedro Veniss,BRA,EJP,False,M
Rodrigo Pessoa,BRA,EJP,True,M
Rodrigo Pessoa,BRA,EJP,True,M
de Stephan,BRA,EJP,True,M
de Stephan,BRA,EJP,True,M
Yuri Mansur,BRA,EJP,False,M
Yuri Mansur,BRA,EJP,False,M
Adrian Meronk,POL,GLF,False,M
Leila Walker,NZL,BMX,True,F
Sasha Gatt,MLT,SWM,False,F
Matheo Mateos,PAR,SWM,True,M
Joaquin Gomez,ARG,ATH,True,M
Elian Larregina,ARG,ATH,True,M
Nazareno Sasia,ARG,ATH,True,M
Aleks Vlah,SLO,HBL,True,M
Blaz Blagotinsek,SLO,HBL,True,M
Blaz Janc,SLO,HBL,True,M
Borut Mackovsek,SLO,HBL,True,M
Dean Bombac,SLO,HBL,True,M
Domen Novak,SLO,HBL,True,M
Jure Dolenec,SLO,HBL,False,M
Klemen Ferlin,SLO,HBL,True,M
Matej Gaber,SLO,HBL,False,M
Miha Zarabec,SLO,HBL,False,M
Nejc Cehte,SLO,HBL,True,M
Stas Jovicic,SLO,HBL,True,M
Tilen Kodrin,SLO,HBL,True,M
Urban Lesjak,SLO,HBL,False,M
Urh Kastelic,SLO,HBL,True,M
RAYGUN,AUS,BKG,True,F
Vanesa Hockova,SVK,SHO,True,F
Zuzana Rehak,SVK,SHO,False,F
Danka Bartekova,SVK,SHO,False,F
Martin Halvorsen,NOR,SHO,True,M
Martin Halvorsen,NOR,SHO,True,M
Martin Halvorsen,NOR,SHO,True,M
Jon-hermann Hegg,NOR,SHO,False,M
Jon-hermann Hegg,NOR,SHO,False,M
Jon-hermann Hegg,NOR,SHO,False,M
Erik Watndal,NOR,SHO,False,M
Matthieu Androdias,FRA,ROW,False,M
Hugo Beurey,FRA,ROW,True,M
Hugo Boucheron,FRA,ROW,False,M
Benoit Brunet,FRA,ROW,True,M
Ferdinand Ludwig,FRA,ROW,True,M
Teo Rayet,FRA,ROW,True,M
Guillaume Turlan,FRA,ROW,False,M
Thibaud Turlan,FRA,ROW,False,M
Titouan Castryck,FRA,CSL,True,M
Titouan Castryck,FRA,CSL,True,M
Nicolas Gestin,FRA,CSL,True,M
Boris Neveu,FRA,CSL,False,M
Patrik Jany,SVK,SHO,False,M
Patrik Jany,SVK,SHO,False,M
Marian Kovacocy,SVK,SHO,False,M
Juraj Tuzinsky,SVK,SHO,False,M
Ovesh Purahoo,MRI,SWM,True,M
Bibeichi Bylon,PAN,BOX,True,F
Mario Deslauriers,CAN,EJP,False,M
Mario Deslauriers,CAN,EJP,False,M
Fernando Diz,URU,SAL,True,M
Hernan Umpierre,URU,SAL,True,M
Maxine Egner,BOT,SWM,True,F
Azzahra Permatahani,INA,SWM,False,F
Ben O'connor,AUS,CRD,True,M
Lucas Plapp,AUS,CRD,True,M
Michael Matthews,AUS,CRD,True,M
Simon Clarke,AUS,CRD,True,M
Mariafe Artacho,AUS,VBV,False,F
Taliqua Clancy,AUS,VBV,False,F
Chanda Mulenga,ZAM,ATH,True,M
Muzala Samukonga,ZAM,ATH,True,M
Muzala Samukonga,ZAM,ATH,True,M
Kennedy Luchembe,ZAM,ATH,True,M
Kakozi Nyambe,ZAM,ATH,True,M
Thomson Mbewe,ZAM,ATH,True,M
Sitali Kakene,ZAM,ATH,True,M
Michal Haratyk,POL,ATH,False,M
Marcin Karolewski,POL,ATH,True,M
Cyprian Mrzyglod,POL,ATH,False,M
Mateusz Rzezniczak,POL,ATH,False,M
Mateusz Rzezniczak,POL,ATH,False,M
Maksymilian Szwed,POL,ATH,True,M
Maksymilian Szwed,POL,ATH,True,M
Jakub Szymanski,POL,ATH,True,M
Dawid Tomala,POL,ATH,False,M
Oliwer Wdowik,POL,ATH,True,M
Dawid Wegner,POL,ATH,True,M
Maher Ben,POL,ATH,True,M
Maher Ben,POL,ATH,True,M
Igor Bogaczynski,POL,ATH,True,M
Mateusz Borkowski,POL,ATH,False,M
Konrad Bukowiecki,POL,ATH,False,M
Damian Czykier,POL,ATH,False,M
Kajetan Duszynski,POL,ATH,False,M
Pawel Fajdek,POL,ATH,False,M
Patryk Grzegorzewicz,POL,ATH,False,M
Krzysztof Kiljan,POL,ATH,True,M
Albert Komanski,POL,ATH,True,M
Marcin Krukowski,POL,ATH,False,M
Piotr Lisek,POL,ATH,False,M
Wojciech Nowicki,POL,ATH,False,M
Fili Rak,POL,ATH,True,M
Robert Sobera,POL,ATH,False,M
Daniel Soltysiak,POL,ATH,True,M
Karol Zalewski,POL,ATH,False,M
Karol Zalewski,POL,ATH,False,M
Artur Brzozowski,POL,ATH,False,M
Maciej Wyderka,POL,ATH,True,M
Lamar Taylor,BAH,SWM,True,M
Lucas Claeyssens,BEL,SAL,True,M
de William,BEL,SAL,True,M
Jan Heuninck,BEL,SAL,True,M
Yannick Lefebvre,BEL,SAL,True,M
Mc Rhys,IRL,GAR,False,M
Mc Rhys,IRL,GAR,False,M
Ahmad Abu,JOR,GAR,True,M
Ahmad Abu,JOR,GAR,True,M
Vikash Thakkar,IND,TTE,True,M
Kamal Achanta,IND,TTE,False,M
Kamal Achanta,IND,TTE,False,M
Harmeet Desai,IND,TTE,True,M
Harmeet Desai,IND,TTE,True,M
Yeongjae Cho,KOR,SHO,True,M
Yeongjae Cho,KOR,SHO,True,M
Yeongjae Cho,KOR,SHO,True,M
Daehan Choe,KOR,SHO,True,M
Daehan Choe,KOR,SHO,True,M
Minsu Kim,KOR,SHO,True,M
Minsu Kim,KOR,SHO,True,M
Wonho Lee,KOR,SHO,True,M
Wonho Lee,KOR,SHO,True,M
Hajun Park,KOR,SHO,True,M
Hajun Park,KOR,SHO,True,M
Hajun Park,KOR,SHO,True,M
Jong-ho Song,KOR,SHO,True,M
Reena Parnat,EST,ARC,False,F
Giulia Gabbrielleschi,ITA,OWS,True,F
Soley Gunnarsdottir,ISL,ATH,True,F
Alejandro Tosti,ARG,GLF,True,M
Emiliano Grillo,ARG,GLF,False,M
Janja Segel,SLO,SWM,False,F
Janja Segel,SLO,SWM,False,F
Katja Fain,SLO,SWM,False,F
Katja Fain,SLO,SWM,False,F
Neza Klancar,SLO,SWM,True,F
Neza Klancar,SLO,SWM,True,F
Neza Klancar,SLO,SWM,True,F
Tjasa Pintar,SLO,SWM,True,F
Tjasa Pintar,SLO,SWM,True,F
Ryan Julius,RSA,HOC,True,M
Bradley Sherwood,RSA,HOC,True,M
Abdud-dayaan Cassiem,RSA,HOC,True,M
Mustaphaa Cassiem,RSA,HOC,False,M
Zenani Kraai,RSA,HOC,True,M
Keenan Horne,RSA,HOC,True,M
Daniel Bell,RSA,HOC,False,M
Andrew Hobson,RSA,HOC,True,M
Nicholas Spooner,RSA,HOC,True,M
Michael Kok,RSA,HOC,False,M
Samkelo Mvimbi,RSA,HOC,False,M
Gowan Jones,RSA,HOC,True,M
van Jacque,RSA,HOC,True,M
Nqobile Ntuli,RSA,HOC,True,M
Matthew Guise-brown,RSA,HOC,False,M
Calvin Davis,RSA,HOC,True,M
Hsing-chun Kuo,TPE,WLF,False,F
Wen-huei Chen,TPE,WLF,False,F
Wan-ling Fang,TPE,WLF,False,F
Holten Poulsen,DEN,CSP,True,M
Magnus Sibbersen,DEN,CSP,True,M
Bro Madsen,DEN,CSP,True,M
Morten Graversen,DEN,CSP,True,M
Gairy Aasmul,DEN,CSP,True,M
Ida Hulkko,FIN,SWM,False,F
Bianca Pagdanganan,PHI,GLF,False,F
Dottie Ardina,PHI,GLF,True,F
Tin Srbic,CRO,GAR,False,M
Tin Srbic,CRO,GAR,False,M
Aurel Benovic,CRO,GAR,True,M
Aurel Benovic,CRO,GAR,True,M
Aurel Benovic,CRO,GAR,True,M
Tomokazu Harimoto,JPN,TTE,False,M
Tomokazu Harimoto,JPN,TTE,False,M
Tomokazu Harimoto,JPN,TTE,False,M
Hiroto Shinozuka,JPN,TTE,True,M
Shunsuke Togami,JPN,TTE,True,M
Shunsuke Togami,JPN,TTE,True,M
Injeong Choi,KOR,FEN,True,F
Sebin Choi,KOR,FEN,True,F
Sebin Choi,KOR,FEN,True,F
Eunhye Jeon,KOR,FEN,True,F
Hayoung Jeon,KOR,FEN,True,F
Hayoung Jeon,KOR,FEN,True,F
Mi Kang,KOR,FEN,True,F
Mi Kang,KOR,FEN,True,F
Hyein Lee,KOR,FEN,True,F
Hyein Lee,KOR,FEN,True,F
